,symbol,name,currency,summary,category_group,category,family,exchange,market
4214,CIF.TO,iShares Global Infrastructure Index ETF Common Class,CAD,"CIF has been designed to replicate, to the extent possible, the performance of the Manulife Investment Management Global Infrastructure Index, net of expenses. Under normal market conditions, CIF will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by international issuers participating in the infrastructure sector.",,,BlackRock Asset Management,TOR,ca_market
4217,CINC.TO,CI DoubleLine Income US$ Fund ETF C$ Hedged Series,CAD,"""The fundâs investment objective is to maximize total return by primarily investing in a combination of securitized assets and other income-producing securities of varying characteristics, selected for their potential to provide a high level of current income, capital appreciation or both.
Any change to the investment objective must be approved by a majority of the votes cast by unitholders at a meeting called to consider the change.""",,,CI Investments,TOR,ca_market
4220,CINF.TO,CI Global Infrastructure Private Pool - ETF C$ Series,CAD,The poolâs investment objective is to seek to provide regular income and capital appreciation by investing primarily in companies with either direct or indirect exposure to infrastructure located anywhere in the world.,,,CI Investments,TOR,ca_market
4221,CINT.TO,CIBC International Equity ETF,CAD,"CIBC International Equity ETF seeks to generate long-term capital growth through capital appreciation by investing primarily in a diversified portfolio of equity securities of foreign companies located in Europe, the Far East, and the Pacific Rim. Exposure to these types of securities will be obtained by investing primarily in Renaissance International Equity Fund (or its successor fund), and/or by investing directly in the securities.",,,CIBC Asset Management,TOR,ca_market
4234,CJP.NE,iSHARES JAPAN FUNDAMENTAL INDEX,CAD,,,,,NEO,ca_market
4262,CLF.TO,iShares 1-5 Year Laddered Government Bond Index ETF Common Class,CAD,"CLF has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-5 Year Laddered Government Bond Index, net of expenses. Under normal market conditions, CLF will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",,,BlackRock Asset Management,TOR,ca_market
4263,CLG.TO,iShares 1-10 Year Laddered Government Bond Index ETF Common Class,CAD,"CLG has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-10 Year Laddered Government Bond Index, net of expenses. Under normal market conditions, CLG will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",,,BlackRock Asset Management,TOR,ca_market
4276,CLMT.TO,Purpose Global Climate Opportunities Fund,CAD,,,,,TOR,ca_market
4284,CLU.NE,iSHARES US FUNDAMENTAL INDEX ET,CAD,,,,,NEO,ca_market
4295,CMAG-U.TO,CI Munro Alternative Global Growth Fund ETF,USD,"The fund seeks to generate meaningful, risk-adjusted, absolute returns through exposure to global growth equities over the medium to long term, while maintaining a capital preservation mindset. The fund will use leverage. The leverage will be created generally through the use of short sales and derivative contracts. The fundâs leverage must not exceed three times the fundâs net asset value. The leverage will be calculated in accordance with the methodology prescribed by securities regulations, or any exemptions therefrom. Any change to the investment objective must be approved by a majority of votes cast at a meeting of unitholders held for that reason.",,,CI Investments,TOR,ca_market
4296,CMAG.TO,CI Munro Alternative Global Growth ETF Common Units,CAD,"CMAG seeks to generate risk-adjusted, absolute returns through exposure to global growth equities over the medium to long term, while maintaining a capital preservation mindset. CMAG will use leverage. The leverage will be created generally through the use of short sales and derivative contracts. CMAGâs leverage must not exceed 300% of its NAV. The leverage will be calculated in accordance with the methodology prescribed by securities regulations, or any exemptions therefrom. Any change to the investment objective must be approved by a majority of votes cast at a meeting of Unitholders held for that reason.",,,CI Investments,TOR,ca_market
4297,CMAR-U.TO,CI Marret Alternative Absolute Return Bond ETF US$ Common Units,USD,"CMAR seeks to provide positive absolute returns with low volatility over a market cycle regardless of market conditions or general market direction, by primarily investing in debt instruments across the credit spectrum including cash, government debt, investment grade corporate debt, high yield debt, credit derivatives and other income-producing securities throughout the world. CMAR will use leverage. The leverage will be created through the use of cash borrowings, short sales and derivative contracts. CMARâs leverage must not exceed 300% of its NAV. The leverage will be calculated in accordance with the methodology prescribed by securities regulations, or any exemptions therefrom. Any change to the investment objective must be approved by a majority of votes cast at a meeting of Unitholders held for that reason.",,,CI Investments,TOR,ca_market
4298,CMAR.TO,CI Marret Alternative Absolute Return Bond ETF Common Units,CAD,"CMAR seeks to provide positive absolute returns with low volatility over a market cycle regardless of market conditions or general market direction, by primarily investing in debt instruments across the credit spectrum including cash, government debt, investment grade corporate debt, high yield debt, credit derivatives and other income-producing securities throughout the world. CMAR will use leverage. The leverage will be created through the use of cash borrowings, short sales and derivative contracts. CMARâs leverage must not exceed 300% of its NAV. The leverage will be calculated in accordance with the methodology prescribed by securities regulations, or any exemptions therefrom. Any change to the investment objective must be approved by a majority of votes cast at a meeting of Unitholders held for that reason.",,,CI Investments,TOR,ca_market
4302,CMCE.TO,CIBC Multifactor Canadian Equity ETF,CAD,"CIBC Multifactor Canadian Equity ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the CIBC Multifactor Canadian Equity Index, or any successor thereto. Under normal market conditions, CIBC Multifactor Canadian Equity ETF will invest primarily in an equally weighted portfolio of Canadian equity securities that exhibit certain factor considerations related to value, momentum, low volatility and quality.",,,CIBC Asset Management,TOR,ca_market
4311,CMEY.TO,CI Marret Alternative Enhanced Yield Fund - ETF C$ Series,CAD,"The fund seeks to provide income with low volatility over a market cycle regardless of market conditions or general market direction, by primarily investing in both debt instruments across the credit spectrum and cash or cash equivalents. The fund seeks to provide income while targeting low correlation to equity and traditional income. The fund will use leverage. The leverage will be created through the use of cash borrowings, short sales and derivative contracts. The fundâs leverage must not exceed three times the fundâs net asset value. The leverage will be calculated in accordance with the methodology prescribed by securities regulations, or any exemptions therefrom.",,,CI Investments,TOR,ca_market
4316,CMGG.TO,CI Munro Global Growth Equity Fund ETF,CAD,The fund seeks to maximize long-term capital appreciation primarily through exposure to a portfolio of growth-oriented equities issued by companies located anywhere in the world. Any change to the investment objective must be approved by a majority of votes cast at a meeting of unitholders held for that reason.,,,CI Investments,TOR,ca_market
4321,CMR.TO,iShares Premium Money Market ETF Common Class,CAD,"CMRâs investment objective is to maximize current income to the extent consistent with the preservation of capital and liquidity by investing in high-quality, short-term (generally less than 90 days), investment grade debt securities, including treasury bills and promissory notes issued or guaranteed by Canadian governments or their agencies, bankers acceptances and commercial paper (excluding asset-backed commercial paper) issued by Canadian chartered banks, loan companies, trust companies and corporations.",,,BlackRock Asset Management,TOR,ca_market
4328,CMUE-F.TO,CIBC Multifactor U.S. Equity ETF CAD Hedged,CAD,"CIBC Multifactor U.S. Equity ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the CIBC Multifactor U.S. Equity Index, or any successor thereto. Under normal market conditions, CIBC Multifactor U.S. Equity ETF will invest primarily in an equally weighted portfolio of U.S. equity securities that exhibit certain factor considerations related to value, momentum, low volatility and quality. In respect of the Hedged Units, CIBC Multifactor U.S. Equity ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the CIBC Multifactor U.S. Equity Index (CAD Hedged), or any successor thereto.",,,CIBC Asset Management,TOR,ca_market
4329,CMUE.TO,CIBC Multifactor U.S. Equity ETF,CAD,"CIBC Multifactor U.S. Equity ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the CIBC Multifactor U.S. Equity Index, or any successor thereto. Under normal market conditions, CIBC Multifactor U.S. Equity ETF will invest primarily in an equally weighted portfolio of U.S. equity securities that exhibit certain factor considerations related to value, momentum, low volatility and quality. In respect of the Hedged Units, CIBC Multifactor U.S. Equity ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the CIBC Multifactor U.S. Equity Index (CAD Hedged), or any successor thereto.",,,CIBC Asset Management,TOR,ca_market
